chunk_id,doc_id,title,text,source_url,metadata.chapter
doc:204611:article_11,204611,제11조(특별채용),"제11조(특별채용)   ①각급 기관의 장 또는 임용권자는 다음 각호의 사항등을 참작한 기준을 정하여 공무원임용관계법령이 정하는 바에 따라 6급이하 일반직해직공무원(6급상당이하의 특정직공무원 및 기능직공무원을 포함한다)중 희망자를 특별채용하기 위한 계획을 수립ㆍ시행하여야 한다. 다만, 보안ㆍ정보ㆍ경호 등의 업무를 담당하는 분야에 대하여는 계획을 수립ㆍ시행하지 아니할 수 있다.
1. 특별채용 희망자의 연령ㆍ건강상태등 공무수행능력
2. 특별채용 희망자의 취업상황 및 생활정도
3. 공개채용ㆍ내부승진과 특별채용간의 균형유지등 인력수급계획
4. 기타 당해기관의 인력운영 사정등
②제1항의 규정에 의하여 수립된 계획에 따라 특별채용을 할 때에는 공무원임용관계규정에서 공무원 퇴직후 일정기간이 경과한 자를 특별채용할 수 없도록 한 규정과 일정계급이하의 계급에 한하여 특별채용할 수 있도록 한 규정은 이를 적용하지 아니한다. <개정 1990ㆍ8ㆍ28>
③제1항의 규정에 의하여 수립된 계획에 따라 특별채용을 할 때에는 공무원임용시험관계규정에서 정하는 필기시험을 면제하고 면접시험 및 서류전형으로 할 수있다. 다만, 해직당시 직급보다 낮은 직급으로 임용된 공무원을 해직당시의 직급에 상응한 직급으로 다시 특별채용하고자 할 때에는 공무원임용시험관계규정에서 정하는 필기시험과 면접시험을 면제하고 서류전형으로 할 수 있다. <개정 1990ㆍ8ㆍ28>
④각 임용권자가 제1항의 규정에 의하여 수립된 계획에 따라 특별채용을 할 때에는 연령정년의 범위안에서 공무원임용시험관계규정에서 정하는 특별채용 응시 상한연령에 불구하고 임용예정직위의 특수성ㆍ장래근무가능기간 및 기관별 인력수급계획등을 참작하여 직종별ㆍ직급별로 그 상한연령을 따로 정할 수 있다.
⑤각 임용권자가 제1항의 규정에 의하여 수립된 계획에 따라 특별채용을 함에 있어서 당해기관의 인력수급상 결원의 미발생으로 해직공무원을 특별채용할 수 없는 때에는 인사혁신처장과 협의하여 당해기관 해당직급의 정원을 초과하여 임용할 수 있다. 이 경우 당해 기관의 정원과 현원이 일치될 때까지 당해 공무원에 대한 정원이 따로 있는 것으로 본다. <신설 1990. 8. 28., 2004. 6. 11., 2008. 2. 29., 2013. 3. 23., 2014. 11. 19.>",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=204611&efYd=20180921,
doc:204611:article_112,204611,제11조의2(해직일이전 재직기간등에 대한 특례),"제11조의2(해직일이전 재직기간등에 대한 특례)   ①제11조제1항의 규정에 의하여 수립된 계획에 따라 특별채용된 공무원에 대하여 승진소요최저연수를 산정하거나 경력평정을 할 경우에는 공무원임용관계규정에 불구하고 해직일로부터 특별채용일까지의 기간을 제외하고 해직일과 특별채용일을 연결하여 기간을 통산하되, 해직일이전의 경력에 대하여는 각 해당경력평정점의 7할을 당해 공무원의 해당경력평정점으로 한다.
②제1항의 규정은 법 제2조의 규정에 의한 보상대상자중 법 제4조의 규정에 의한 특별채용외의 방법으로 채용된 자의 승진소요최저연수산정과 경력평정에 이를 준용한다
[본조신설 1990ㆍ8ㆍ28]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=204611&efYd=20180921,
doc:204611:article_12,204611,제12조(보상금 지급업무에 관한 특례),"제12조(보상금 지급업무에 관한 특례)   ①국회ㆍ법원ㆍ헌법재판소ㆍ중앙선거관리위원회 및 국가안전기획부 소속 해직공무원에 대한 보상대상자 해당여부와 개인별 보상금액의 심의ㆍ결정ㆍ지급등에 관한 사항은 국회사무총장ㆍ국회도서관장ㆍ법원행정처장ㆍ헌법재판소사무처장ㆍ중앙선거관리위원회사무총장 및 국가안전기획부장이 제5조제1항 내지 제3항 및 제6조 내지 제10조의 규정을 준용하여 직접 처리한다. 이 경우 제5조제1항ㆍ제6조 및 제9조중 “인사혁신처장”은 각각 해당기관의 장으로 본다. <개정 2004. 6. 11., 2008. 2. 29., 2013. 3. 23., 2014. 11. 19.>
②인사혁신처장은 제1항의 규정에 의한 기관의 장의 동의를 얻어 당해기관 소속 공무원중 보상금 예산을 취급할 회계관계공무원을 임명한다. <개정 2004. 6. 11., 2008. 2. 29., 2013. 3. 23., 2014. 11. 19.>
③제1항의 규정에 의한 기관의 장은 보상심의결과 확정된 보상대상인원 및 보상금총액을 인사혁신처장에게 통보하여야 한다. <개정 2004. 6. 11., 2008. 2. 29., 2013. 3. 23., 2014. 11. 19.>",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=204611&efYd=20180921,
doc:267775:article_1,267775,제1조(목적),"제1조(목적)   이 영은 「국가공무원법」 제28조의4제1항에 따른 개방형 직위 및 같은 법 제28조의5제1항에 따른 공모 직위의 운영 등에 필요한 사항과 「공무원임용령」, 그 밖의 공무원 인사 관련 법령에 대한 특례를 규정함을 목적으로 한다. <개정 2013. 12. 4.>
[전문개정 2009. 4. 6.]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=267775&efYd=20241231,제1장 총칙<개정 2009. 4. 6.>
doc:267775:article_2,267775,제2조(다른 법령과의 관계),"제2조(다른 법령과의 관계)   재외공관에 근무하는 주재관의 개방형 직위 및 공모 직위의 지정ㆍ운영에 관하여는 「재외공관 주재관 임용령」에 규정이 있는 경우를 제외하고는 이 영에서 정하는 바에 따른다.
[전문개정 2009. 4. 6.]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=267775&efYd=20241231,제1장 총칙<개정 2009. 4. 6.>
doc:267775:article_3,267775,제3조(개방형 직위의 지정),"제3조(개방형 직위의 지정)   ① 「국가공무원법」(이하 “법”이라 한다) 제28조의4제1항에 따라 「공무원임용령」 제2조제3호에 따른 소속장관(이하 “소속 장관”이라 한다)은 소속 장관별로 법 제2조의2제2항 각 호의 고위공무원단 직위(이하 “고위공무원단직위”라 한다) 총수의 100분의 20의 범위에서 개방형 직위를 지정하되, 중앙행정기관과 소속 기관 간 균형을 유지하도록 하여야 한다. <개정 2009. 9. 8.>
② 소속 장관은 중앙행정기관의 실장ㆍ국장 밑에 두는 보조기관 또는 이에 상응하는 직위(이하 “과장급직위”라 한다) 총수의 100분의 20의 범위에서 개방형 직위를 지정하되, 그 실시 성과가 크다고 판단되는 기관, 공무원의 종류 또는 직무 분야 등을 고려하여야 한다. <개정 2011. 2. 25.>
③ 소속 장관은 제1항 및 제2항에 따른 개방형 직위 중 특히 공직 외부의 경험과 전문성을 적극 활용할 필요가 있는 직위를 공직 외부에서만 적격자를 선발하는 개방형 직위(이하 “경력개방형 직위”라 한다)로 지정할 수 있다. <신설 2015. 7. 13.>
④ 소속 장관은 개방형 직위(경력개방형 직위를 포함한다)로 지정(변경 및 해제를 포함한다)되는 직위와 지정범위에 관하여 인사혁신처장과 협의하여야 한다. 이 경우 소속 장관은 인사혁신처장과 협의한 직위를 훈령ㆍ예규 및 그 밖의 방법으로 정해야 한다. <개정 2013. 10. 16., 2014. 11. 19., 2015. 7. 13., 2023. 8. 30.>
⑤ 법 제28조의4제1항 후단에서 “대통령령으로 정하는 직위”란 각종 위원회의 상임위원 등 법령에 따라 임용자격요건과 임기가 정해진 공무원이 담당하는 직위 중 인사혁신처장이 정하는 직위를 말한다. <신설 2013. 12. 4., 2014. 11. 19., 2015. 7. 13.>
⑥ 법 제28조의4제1항에 따른 개방형 직위의 지정 기준과 같은 조 제2항에 따른 직무수행요건의 설정 기준에 관하여 필요한 사항은 인사혁신처장이 정한다. <개정 2013. 3. 23., 2013. 12. 4., 2014. 11. 19., 2015. 7. 13.>
[전문개정 2009. 4. 6.]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=267775&efYd=20241231,제2장 개방형 직위의 운영<개정 2009. 4. 6.>
doc:267775:article_4,267775,제4조(개방형 직위의 충원 시기),"제4조(개방형 직위의 충원 시기)   ① 소속 장관은 제3조제1항에 따라 고위공무원단직위 중 특정 직위를 개방형 직위로 지정하여 최초로 임용(임용제청을 포함한다. 이하 같다)하는 경우에는 그 직위에 임명할 수 있는 고위공무원단에 속하는 경력직공무원(이하 “경력직고위공무원”이라 한다)에 결원이 있고 그 직위에 결원이 발생하였을 때 법 제28조의4제2항에 따른 직무수행요건을 갖춘 사람을 지체 없이 임용하여야 한다.
② 소속 장관은 제3조제2항에 따라 과장급직위 중 특정 직위를 개방형 직위로 지정하여 최초로 임용하는 경우에는 그 직위에 임명할 수 있는 공무원의 직급(직급의 구분이 없는 경우에는 계급이나 직급에 상응하는 구분을 말한다. 이하 같다)에 결원이 있고 그 직위에 결원이 발생하였을 때 법 제28조의4제2항에 따른 직무수행요건을 갖춘 사람을 지체 없이 임용하여야 한다.
③ 소속 장관은 제5조, 제7조 및 제8조에 따른 절차와 방법에 의하여 임용(이하 “개방형임용”이라 한다)된 개방형 직위가 다음 각 호의 어느 하나에 해당되는 경우에는 「행정기관의 조직과 정원에 관한 통칙」 제24조제2항에도 불구하고 지체 없이 개방형임용을 하여야 한다. <개정 2013. 10. 16.>
1. 개방형 직위에 임용된 사람의 임용기간이 만료되는 경우
2. 해당 직위에 결원이 발생하는 경우
3. 해당 개방형 직위를 변경하는 경우
④ 소속 장관은 제1항부터 제3항까지의 규정에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 그 임용 시기를 조정할 수 있다. <개정 2013. 3. 23., 2013. 10. 16., 2013. 12. 4., 2014. 11. 19.>
1. 개방형임용을 하기 위하여 해당 직위에 임용되어 있는 경력직공무원을 소속 기관으로 전보하거나 다른 기관으로 파견하여야 하는 경우
1의2. 법 제32조의2에 따른 인사교류(행정기관과 교육ㆍ연구기관 또는 공공기관 간의 인사교류만 해당한다)를 통하여 공직 내부 또는 외부의 사람을 임기제공무원으로 개방형 직위에 임용하는 경우
2. 그 밖에 인사 운영상 개방형임용을 하기 곤란한 특별한 사유가 있어 인사혁신처장과 협의한 경우
[전문개정 2009. 4. 6.]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=267775&efYd=20241231,제2장 개방형 직위의 운영<개정 2009. 4. 6.>
doc:267775:article_5,267775,제5조(개방형 직위 선발시험),"제5조(개방형 직위 선발시험)   ① 소속 장관은 개방형 직위에 임용되는 공무원을 선발하려는 경우에는 공직 내부와 외부에서 다음 각 호의 어느 하나에 해당하는 사람을 대상으로 공개모집한 후 제6조제1항에 따른 개방형 직위 중앙선발시험위원회가 실시하는 선발시험(이하 “개방형 직위 선발시험”이라 한다)을 거쳐야 한다. 다만, 경력개방형 직위는 공무원(국ㆍ공립 대학의 교원은 제외한다)이 아닌 사람을 대상으로 공개모집한다. <개정 2013. 12. 4., 2014. 7. 1., 2014. 11. 19., 2015. 7. 13., 2023. 1. 3.>
1. 임용예정 직위의 직무내용과 관련된 자격증을 가지고 관련 분야에서 소속 장관이 정하는 기간 동안 근무하거나 연구한 경력이 있는 사람
2. 임용예정 직위의 직무내용과 같거나 관련되는 분야에서 소속 장관이 정하는 기간 동안 근무하거나 연구한 경력이 있는 사람
② 제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 공개모집을 하지 않을 수 있다. <개정 2023. 8. 30.>
1. 개방형 직위에 공무원(국ㆍ공립 대학의 교원은 제외한다)이 아닌 사람을 선발하여 임기제공무원으로 임용하려는 경우
2. 개방형 직위에 다른 기관 소속 공무원을 임용하려는 경우
③ 개방형 직위 선발시험은 서류전형과 면접시험의 방법으로 실시하되, 필요한 경우에는 필기시험이나 실기시험을 실시할 수 있다. 다만, 제2항 각 호의 어느 하나에 해당하는 경우에는 서류전형의 방법으로 실시할 수 있다. <개정 2014. 7. 1., 2015. 7. 13., 2023. 8. 30.>
④ 제6조제1항에 따른 개방형 직위 중앙선발시험위원회는 응시인원이 선발예정인원의 6배수 이상일 때에는 임용예정 직위의 직무에 적합한 기준에 따라 선발예정인원의 5배수 이상을 서류전형 합격자로 결정할 수 있다. <개정 2014. 7. 1., 2014. 12. 16., 2015. 7. 13.>
⑤ 제1항부터 제4항까지에서 규정한 사항 외에 개방형 직위 지원 요건, 선발시험의 방법, 시험과목, 합격자 결정방법, 그 밖에 시험의 실시에 필요한 사항은 인사혁신처장이 정한다. <개정 2014. 7. 1., 2014. 11. 19., 2015. 7. 13., 2024. 12. 31.>
[전문개정 2009. 4. 6.]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=267775&efYd=20241231,제2장 개방형 직위의 운영<개정 2009. 4. 6.>
doc:267775:article_6,267775,제6조(개방형 직위 중앙선발시험위원회),"제6조(개방형 직위 중앙선발시험위원회)   ① 다음 각 호의 사무를 수행하기 위하여 인사혁신처장 소속으로 개방형 직위 중앙선발시험위원회(이하 “선발시험위원회”라 한다)를 두며, 선발시험위원회는 임용예정 직위별로 5명 이상의 위원으로 구성한다. <개정 2014. 11. 19.>
1. 개방형 직위 선발시험
2. 다른 법령에 따라 선발시험위원회가 실시하도록 하는 시험
3. 선발시험 대상 개방형 직위 지정의 적정성 등에 관한 의견 제출
② 선발시험위원회 위원은 다음 각 호의 사람 중에서 성별을 고려하여 인사혁신처장이 위촉한다. 이 경우 제2호에 해당하는 위원은 임용예정 직위별로 2명을 초과할 수 없다. <개정 2020. 9. 8.>
1. 공무원(국ㆍ공립 대학의 교원을 제외한다)이 아닌 사람으로서 임용예정 직위와 관련된 분야 또는 채용ㆍ면접 등 시험에 관한 경험과 지식이 풍부한 사람
2. 해당 기관 소속 공무원
③ 위원장은 위원 중에서 호선(互選)한다. <신설 2020. 9. 8.>
④ 선발시험위원회의 위원이 다음 각 호의 어느 하나에 해당하는 경우에는 해당 선발시험위원회의 심의ㆍ의결에서 제척(除斥)된다. <개정 2020. 9. 8.>
1. 개방형 직위 선발시험 대상자와 친족이거나 친족이었던 경우
2. 개방형 직위 선발시험 대상자의 직근 상급자이거나 직근 상급자였던 경우
⑤ 개방형 직위 선발시험 대상자는 위원에게 제4항에 따른 제척 사유가 있거나 심의ㆍ의결의 공정(公正)을 기대하기 어려운 사정이 있는 경우에는 그 이유를 분명하게 밝혀 그 위원의 기피를 신청할 수 있으며, 위원은 심의ㆍ의결을 회피해야 한다. <개정 2020. 9. 8.>
⑥ 제5항의 기피신청이 있는 경우에는 선발시험위원회의 의결로 해당 위원의 기피 여부를 결정해야 한다. 이 경우 기피신청을 받은 위원은 그 의결에 참여하지 못한다. <개정 2020. 9. 8.>
⑦ 선발시험위원회는 제1항에 따른 구성원 3분의 2 이상 출석으로 개의(開議)하고, 출석위원 과반수 찬성으로 의결한다. <신설 2015. 7. 13., 2020. 9. 8.>
⑧ 제1항부터 제7항까지에서 규정한 사항 외에 선발시험위원회의 운영 등에 필요한 사항은 인사혁신처장이 정한다. <개정 2014. 11. 19., 2015. 7. 13., 2020. 9. 8.>
[전문개정 2014. 7. 1.]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=267775&efYd=20241231,제2장 개방형 직위의 운영<개정 2009. 4. 6.>
doc:267775:article_7,267775,제7조(개방형 직위의 임용절차),"제7조(개방형 직위의 임용절차)   ① 선발시험위원회는 개방형 직위(경력개방형 직위는 제외한다)의 임용예정 직위별로 3명 이내의 임용후보자를 선발하고 추천 순위를 정하여 소속 장관에게 추천하며, 소속 장관은 특별한 사유가 없는 한 선발시험위원회의 임용후보자 추천 순위에 따라 임용해야 한다. 다만, 소속 장관이 추천 순위를 변경하려는 경우에는 인사혁신처장과 협의해야 한다. <개정 2019. 9. 10., 2020. 9. 8.>
② 선발시험위원회는 경력개방형 직위의 임용예정 직위별로 3명 이내의 임용후보자를 선발하고 추천 순위 없이 소속 장관에게 추천하며, 소속 장관은 선발시험위원회에서 추천한 임용후보자 중에서 임용해야 한다. <개정 2019. 9. 10., 2020. 9. 8.>
③ 제1항 및 제2항에도 불구하고 소속 장관은 선발시험위원회가 추천한 임용후보자 중에서 적격자 없다고 판단한 경우에는 임용후보자 중에서 임용하지 아니할 수 있다. <신설 2014. 7. 1., 2019. 9. 10.>
④ 소속 장관은 제1항 및 제2항의 임용후보자 중에서 법 제28조의6에 따른 고위공무원임용심사위원회의 심사대상자가 있는 경우에는 고위공무원임용심사위원회의 심사를 거쳐야 한다. <개정 2014. 7. 1., 2019. 9. 10.>
[전문개정 2009. 4. 6.]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=267775&efYd=20241231,제2장 개방형 직위의 운영<개정 2009. 4. 6.>
