chunk_id,doc_id,title,text,source_url,metadata.chapter,metadata.source_type
doc:2100000237172:article_1,2100000237172,제1조(목적),"제1조(목적) 이 예규는 고용노동부에 신고되는 공익신고의 접수ㆍ처리, 공익신고자 보호 및 지원 등에 관한 업무 절차를 정함으로써 공익침해행위 예방 및 공익신고자 보호제도의 활성화에 기여함을 목적으로 한다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제1장 총칙,
doc:2100000237172:article_2,2100000237172,제2조(정의),제2조(정의) 이 예규에서 사용하는 용어의 뜻은 「공익신고자 보호법」(이하 법이라 한다) 및 같은 법 시행령(이하 시행령이라 한다)이 정하는 바에 따른다.,https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제1장 총칙,
doc:2100000237172:article_3,2100000237172,제3조(적용 범위),제3조(적용 범위) 이 예규는 고용노동부와 그 소속기관에 소속된 모든 사람(이하 공무원등이라 한다)에게 적용한다.,https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제1장 총칙,
doc:2100000237172:article_4,2100000237172,제4조(책무),"제4조(책무) ① 고용노동부 장관 및 소속기관의 장(이하 각 기관의 장이라 한다)은 공익침해행위의 예방과 확산 방지 및 공익신고자등의 보호를 위하여 노력하여야 한다.
② 각 기관의 장은 직장 내에서 공익신고가 활성화되도록 여건을 조성하고, 기업의 공익침해행위 예방활동 등이 활성화될 수 있도록 지원하거나 협력하여야 한다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제1장 총칙,
doc:2100000237172:article_5,2100000237172,제5조(다른 규정과의 관계),"제5조(다른 규정과의 관계) 공익침해신고의 상담ㆍ접수 및 처리 등과 관련하여 이 규정과 고용노동부의 다른 규정의 적용이 경합하는 경우에는 이 규정을 우선하여 적용한다. 다만, 다른 규정을 적용하는 것이 공익신고자등에게 유리한 경우에는 그 규정을 적용한다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제1장 총칙,
doc:2100000237172:article_6,2100000237172,제6조(신고의무),제6조(신고의무) 공무원등은 그 직무를 수행함에 있어 공익침해행위를 알게 된 때에는 지체 없이 신고하여야 한다.,https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제2장 공익신고 지원 체계 구축,
doc:2100000237172:article_7,2100000237172,제7조(공익신고자 보호제도 교육),"제7조(공익신고자 보호제도 교육) ① 각 기관의 장은 공무원등을 대상으로 공익신고자 보호 및 제도의 활성화를 위한 교육을 연 1회 이상 실시하여야 한다. 다만, 신규 채용하는 직원에 대해서는 신규채용 시 교육을 실시한다.
② 제1항에 따른 교육에는 다음 각 호의 내용이 포함되어야 한다.
1. 공익침해행위 신고 대상 및 공익신고자 보호에 관한 법령
2. 공공기관의 공익신고 접수 시의 처리 절차와 조치 기준
3. 공익신고등으로 불이익을 입은 공무원등의 상담 및 구제 절차
4. 그 밖에 공익신고자 보호 및 제도의 활성화에 필요한 사항
③ 제1항에 따른 교육은 공무원등의 연수, 조회, 회의 및 인터넷 등 정보통신망을 이용한 사이버 교육 등을 실시할 수 있다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제2장 공익신고 지원 체계 구축,
doc:2100000237172:article_8,2100000237172,제8조(세부추진계획의 수립),"제8조(세부추진계획의 수립) ① 각 기관의 장은 공익신고자등을 보호하고 지원하기 위하여 국민권익위원회의 제도 이행을 위한 지침 등을 참고하여 세부추진시책을 수립하여야 한다.
② 각 기관의 장은 국민권익위원회가 공익신고자등을 보호하고 지원하기 위한 정책 수립을 위해 실시하는 실태조사에 협조하여야 한다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제2장 공익신고 지원 체계 구축,
doc:2100000237172:article_9,2100000237172,제9조(공익신고센터 설치 등),"제9조(공익신고센터 설치 등) ① 본부 및 지방고용노동관서 고객지원실에 공익신고센터를 두고 그 센터장은 고객지원실장(본부는 고객지원팀 담당사무관, 지방고용노동관서는 고용관리과장 또는 지역협력과(팀)장)이 겸임한다.
② 고용노동부 본부 고객지원팀장은 공익신고의 접수 및 처리(제3장과 제4장)에 관한 사항을 관장하고, 감사담당관은 공익신고지원체계 구축 및 공익신고자 보호(제2장과 제5장)에 관한 사항을 관장하며 해당 분야의 공익신고책임관이 된다.
③ 공익신고책임관은 공익신고등과 관련하여 상담한 내용에 대하여 비밀을 누설해서는 아니 된다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제2장 공익신고 지원 체계 구축,
doc:2100000237172:article_10,2100000237172,제10조(신고상담),"제10조(신고상담) ① 공익신고에 대한 상담은 공익신고센터 또는 공익침해행위를 규율하는 업무를 수행하는 부서(이하 공익신고처리부서라 한다)에서 하되 필요한 경우 그 외의 장소에서 할 수 있다.
② 공무원등은 공익침해행위에 관련된 신고를 상담하는 때에는 공익신고자등의 신분이나 신고내용 등 비밀이 누설되지 않도록 주의하여야 한다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제3장 공익신고의 접수,
doc:2100000237172:article_11,2100000237172,제11조(공익신고의 접수),"제11조(공익신고의 접수) ① 공익신고책임관은 신고자가 별지 제1호서식에 따른 신고서(이하 신고서라 한다)를 방문ㆍ우편ㆍ인터넷ㆍ팩스 등의 방법으로 제출한 때에는 신고서의 기재사항 누락여부를 확인한 후 접수하여야 한다.
② 공익신고책임관은 신고내용이 공익침해행위에 해당하지 않는 것이 명백한 경우에 공익신고가 아닌 일반 민원으로 접수하여 처리할 수 있다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제3장 공익신고의 접수,
doc:2100000237172:article_12,2100000237172,제12조(신고서식의 비치 등),"제12조(신고서식의 비치 등) ① 공익신고책임관은 신고자의 편의를 위하여 신고서를 비치하여 활용하도록 한다.
② 공무원등은 신고자가 신고서를 직접 작성할 수 없는 특별한 사정이있는 경우에는 대리하여 작성하고, 그 내용을 읽어준 후 신고자와 연명으로 서명 또는 날인하여 신고서로 접수한다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제3장 공익신고의 접수,
doc:2100000237172:article_13,2100000237172,제13조(공익신고 접수절차),"제13조(공익신고 접수절차) ① 공익신고책임관은 신고서를 접수하는 경우 별지 제2호서식의 공익신고접수관리대장(이하 관리대장이라 한다)에 기록하고, 신고자에게 별지 제7호서식의 공익신고자 보호ㆍ보상제도 운영 안내문과 별지 제11호서식의 공익신고자 협조사항 안내를 교부하여야 한다.
② 공익신고책임관은 신고자가 접수증 교부를 요청하는 경우에는 별지 제3호서식의 접수증을 교부하여야 한다.
③ 공익신고책임관은 신고자가 공익신고를 하는 경우 조사 과정 등에 있어서 그 신분공개에 동의하는지 여부에 대하여 별지 제4호서식의 신분공개 동의 여부 확인서를 작성하게 한다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제3장 공익신고의 접수,
doc:2100000237172:article_14,2100000237172,제14조(대표자 선정 등),제14조(대표자 선정 등) 공익신고책임관은 동일한 공익침해행위에 대하여 2명 이상이 연명으로 신고하는 경우에 그 중 1명을 대표신고자로 선정하게 할 수 있다. 이 경우 별지 제5호서식의 대표신고자 선정서를 제출받아야 한다.,https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제3장 공익신고의 접수,
doc:2100000237172:article_15,2100000237172,제15조(공익신고의 대리),"제15조(공익신고의 대리) ① 공익신고책임관 또는 공익신고처리부서장은 신고자가 다음 각 호의 어느 하나에 해당하는 사람을 대리인으로 선임한 때에는 공익신고를 대리하도록 할 수 있다.
1. 신고자의 배우자, 직계존속ㆍ비속 또는 형제자매
2. 삭제
3. 변호사
4. 다른 법령 등에 따라 대리인이 될 수 있는 자
② 공익신고책임관 또는 공익신고처리부서장은 신고자가 제1항에 따른 대리인을 선임한 때에는 신고자의 위임장, 신고자 및 대리인의 신분증 사본 등 관계서류를 제출받아야 한다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제3장 공익신고의 접수,
doc:2100000237172:article_16,2100000237172,제16조(공익신고의 배정),"제16조(공익신고의 배정) ① 공익신고책임관은 접수 또는 국민권익위원회가 이첩ㆍ송부한 공익신고를 그 내용에 따라 공익신고처리부서장에게 배정하고 공익신고기록을 인계한다.
② 공익신고처리부서장은 인계받은 공익신고를 전담하여 처리할 담당 공무원등을 지정하고, 공익신고책임관에게 그 내용을 통보하여야 한다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제3장 공익신고의 접수,
doc:2100000237172:article_17,2100000237172,제17조(보완의 요구),"제17조(보완의 요구) ① 공익신고처리부서장은 법 제8조제1항에 따라 신고서가 다음 각 호의 요건에 적합한지를 확인하고, 신고서의 기재사항이 일부 누락되었거나 내용이 명확하지 아니한 경우 상당한 기간을 정하여 보완을 요구할 수 있다.
1. 신고자의 이름, 주민등록번호, 주소 및 연락처 등 인적사항
2. 공익침해행위를 하는 자
3. 공익침해행위 내용
4. 공익신고의 취지와 이유
5. 공익침해행위의 증거 등
② 공익신고처리부서장은 제1항에 따른 보완요구에도 불구하고 공익신고자가 그 기간 내에 보완을 하지 아니하는 경우에는 7일 이내의 기간을 정하여 1차에 한하여 다시 보완을 요구할 수 있으며, 그 기간 내에도 보완하지 않는 경우에는 제22조제1항에 따라 공익신고를 종결할 수 있다.
③ 공익신고처리부서장은 공익신고자의 이름, 주민등록번호, 주소 및 연락처 등 인적사항의 기재가 현저히 부실하여 인적사항을 확인하거나 보완할 방법이 없는 경우 제22조제1항에 따라 공익신고를 종결할 수 있다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제3장 공익신고의 접수,
doc:2100000237172:article_18,2100000237172,제18조(신고의 취소),"제18조(신고의 취소) ① 공익신고자가 공익신고를 취소하는 서면이나 전자문서를 제출한 경우에는 공익신고책임관은 관리대장에 등록하고 종결로 처리할 수 있다.
② 공익신고책임관은 신고가 취소된 경우라도 신고내용이 중대한 공익침해행위에 해당한다고 판단되고 이를 입증할 수 있는 증거가 확보된 때에는 조사하거나, 조사기관 또는 수사기관에 이송할 수 있다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제3장 공익신고의 접수,
doc:2100000237172:article_19,2100000237172,제19조(공익신고기록),"제19조(공익신고기록) ① 공익신고책임관은 신고서를 접수한 경우에는 별지 제6호서식의 공익신고기록 표지, 신고서, 첨부 서류 순으로 편철하여 관리한다.
② 공익신고책임관은 제1항의 공익신고기록 표지를 작성함에 있어서 공익신고자가 신분공개에 동의하지 않는 경우에는 공익신고자의 인적사항을 기재하지 아니할 수 있다.
③ 공익신고책임관은 공익신고자등이 추가로 제출하는 서류나 그 신고사항에 관하여 추가로 작성되는 서류 등은 제1항의 공익신고기록에 날짜순으로 합철하여 관리한다.
④ 공익신고책임관은 공익신고 관련 업무를 처리하는 공직자 외의 자가 제1항의 공익신고기록을 열람하거나 공개되지 아니하도록 별도의 장소에 보관하는 등 필요한 조치를 취하여야 한다.
⑤ 인터넷 등을 통하여 접수되는 공익신고등에 대해서도 공익신고 관련 업무를 처리하는 공직자 외의 자가 이를 열람하거나 공개되지 아니하도록 접근권한의 제한 등 필요한 조치를 취하여야 한다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제3장 공익신고의 접수,
doc:2100000237172:article_20,2100000237172,제20조(공익신고의 처리),"제20조(공익신고의 처리) ① 공익신고처리부서장은 공익신고 내용에 관하여 필요한 조사를 하고, 조사결과에 따라 필요한 조치를 취하여야 한다.
② 공익신고처리부서장은 공익신고를 접수한 날 또는 공익신고를 이첩ㆍ송부받은 날부터 60일 이내에 처리하되, 공익신고 내용의 보완 등을 위하여 필요하다고 인정되는 경우에는 그 기간을 30일 이내에서 연장할 수 있다. 다만, 공익침해행위별 대상 법령 및 규정 등에서 처리기간을 달리 정하고 있는 경우에는 그에 따른다.
③ 공익신고처리부서장은 직접 접수한 공익신고에 대한 조사를 끝냈을 때에는 그 조사결과를 공익신고자에게 통지하여야 한다. 이 경우, 별지 제7호서식의 공익신고자 보호ㆍ보상제도 운영 안내문 및 별지 제11호서식의 공익신고자 협조사항 안내를 첨부한다.
④ 국민권익위원회가 이첩ㆍ송부한 사건의 조사결과에 대해서는 조사를 종료한 후 10일 이내에 다음 각 호의 사항이 포함된 문서로 국민권익위원회에 조사결과를 통보한다.
1. 행정처분 등 신고사항에 대한 처리결과 및 처리 경위와 이유
2. 조사 종료 후 처리 방향
3. 보상금 및 구조금의 지급대상에 해당하거나 해당할 것으로 예측되는 경우 그 사실
4. 공익신고와 관련하여 제도 개선이 필요하다고 인정되는 경우 그 요지
5. 그 밖에 공익신고와 관련하여 국민권익위원회 또는 공익신고자가 알아야 할 필요가 있는 사항
⑤ 국민권익위원회가 공익신고자 보호를 위해 인적사항을 제외하고 이첩ㆍ송부한 사건을 조사하는 과정에서 공익신고자를 대상으로 자료의 보완이 필요한 경우에는 국민권익위원회에 협조요청을 하여야 한다.
⑥ 국민권익위원회가 제3항에 따른 조사결과에 대하여 법 제9조제6항에 따라 공익침해행위의 확산 및 재발 방지를 위한 조치를 요구하거나 법 제9조제8항에 따라 재조사를 요구하는 경우 특별한 사유가 없으면 필요한 조치를 하고 국민권익위원회에 그 조치결과를 통보하여야 한다.
⑦ 공익신고처리부서장은 제1항의 조사절차에서 공익신고자등이나 그 친족 또는 동거인이 공익신고등을 이유로 피해를 입거나 입을 우려가 있다고 인정할 만한 상당한 이유가 있는 경우 「특정범죄신고자 등 보호법」 제7조 및 제9조부터 제12조까지를 준용한다.
⑧ 공익신고자등이나 그 법정대리인이 제7항에 따른 조치를 신청한 경우 공익신고처리부서장은 특별한 사유가 없으면 이에 따라야 한다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제4장 공익신고의 처리,
doc:2100000237172:article_21,2100000237172,제21조(공익신고의 이송),"제21조(공익신고의 이송) ① 공익신고처리부서장은 공익신고 내용이 고용노동부의 소관 사항에 해당하지 않거나, 해당 공익침해행위에 대한 조사 등의 권한을 갖지 않아 다른 조사기관이나 수사기관에서 처리하는 것이 적절하다고 판단하는 경우에는 관련 법률을 확인하여 별지 제8호서식에 따른 공익신고사항 처리절차 유의사항과 함께 해당 조사기관 또는 수사기관에 이송하고 그 사실을 신고자에게 통지하여야 한다.
② 공익신고처리부서장은 국민권익위원회로부터 이첩ㆍ송부 받은 공익신고가 다른 조사기관 또는 수사기관에서 처리하는 것이 적절하다고 판단되는 경우에는 국민권익위원회와 협의하여 다른 조사기관이나 수사기관에 다시 이첩ㆍ송부할 수 있다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제4장 공익신고의 처리,
doc:2100000237172:article_22,2100000237172,제22조(공익신고의 종결),"제22조(공익신고의 종결) ① 공익신고가 다음 각 호의 어느 하나에 해당하는 경우에는 종결할 수 있다.
1. 공익신고의 내용이 명백히 거짓인 경우
2. 공익신고자의 인적사항을 알 수 없는 경우
3. 공익신고자가 신고서나 증명자료 등에 대한 보완 요구를 2회 이상 받고도 보완 기간에 보완하지 아니한 경우
4. 공익신고자가 공익신고를 취소하는 서면이나 전자문서를 제출한 경우
5. 공익신고에 대한 처리 결과를 통지받은 사항에 대하여 정당한 사유 없이 다시 신고한 경우
6. 공익신고의 내용이 언론매체 등을 통하여 공개된 내용에 해당하고 공개된 내용 외에 새로운 증거가 없는 경우
7. 다른 법령에 따라 해당 공익침해행위에 대한 조사가 시작되었거나 이미 끝난 경우
8. 신고내용이 공익침해행위와 관련성이 없는 경우
9. 공익침해행위를 증명할 수 있는 증거가 없는 경우
② 제1항에 따라 공익신고를 종결한 때에는 공익신고처리부서장은 공익신고자에게 종결사실을 지체없이 통지하여야 한다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제4장 공익신고의 처리,
doc:2100000237172:article_23,2100000237172,제23조(공익신고 조사ㆍ처리결과에 대한 이의신청),"제23조(공익신고 조사ㆍ처리결과에 대한 이의신청) ① 공익신고자가 제20조에 따른 조사결과 또는 제22조에 따른 종결 처리 결과에 이의가 있을 경우에는 통지를 받은 날부터 14일 이내에 별지 제9호서식에 따른 이의신청서를 방문ㆍ우편ㆍ인터넷ㆍ팩스 등의 방법으로 제출할 수 있다.
② 이의신청 접수 및 취소 등에 대해서는 제11조부터 제18조까지를 준용한다.
③ 공익신고책임관은 이의신청을 검토한 후 그 처리결과를 신고자에게 지체 없이 통지하여야 한다.",https://www.law.go.kr/admRulInfoP.do?admRulSeq=2100000237172,제4장 공익신고의 처리,
