chunk_id,doc_id,title,text,source_url,metadata.chapter
doc:270215:article_11,270215,제11조(사례관리 신청),"제11조(사례관리 신청)   ① 도움필요 아동ㆍ청년 또는 그와 동거하는 친족(8촌 이내의 혈족을 말한다. 이하 같다)은 직접 또는 도움필요 아동ㆍ청년을 대리하여 전담조직에 사례관리를 신청할 수 있다.
② 제1항에 따른 신청에 필요한 방법 및 절차 등에 관한 사항은 대통령령으로 정한다.",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제3장 위기아동ㆍ청년 지원 절차
doc:270215:article_12,270215,제12조(상담),"제12조(상담)   ① 전담조직의 장은 제11조에 따른 신청을 받은 경우 해당 도움필요 아동ㆍ청년의 상황을 파악하기 위하여 전화 또는 온라인 상담, 거주지 방문 등의 방법으로 상담을 실시하여야 한다.
② 제1항에 따른 상담에는 다음 각 호의 사항이 포함되어야 한다.
1. 도움필요 아동ㆍ청년의 인적사항, 가구특성, 거주환경
2. 도움필요 아동ㆍ청년 가구의 사회보장급여 수급 현황
3. 도움필요 아동ㆍ청년이 가족돌봄 아동ㆍ청년인 경우 가족을 돌보는 시간 및 가구의 주 소득원
4. 도움필요 아동ㆍ청년이 제13조제1항 각 호의 요건에 해당하는지에 대한 사항
5. 그 밖에 보건복지부장관이 정하는 사항
③ 전담조직의 장은 제1항에 따른 상담 결과 도움필요 아동ㆍ청년이 가족돌봄 아동ㆍ청년으로서 지원대상자에 해당된다고 판단되나 돌봄이 필요한 가족이 제13조제1항제1호가목의 요건을 충족하지 못한 경우, 그 요건 충족을 위한 사회보장급여를 도움필요 아동ㆍ청년 또는 그 가족을 대신하여 신청할 수 있다. 이 경우 전담조직의 장은 도움필요 아동ㆍ청년 또는 그 가족의 동의를 받아야 한다.
④ 전담조직의 장은 제1항에 따른 상담 결과 도움필요 아동ㆍ청년이 「정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률」 제3조제1호에 따른 정신질환자로 의심될 경우, 당사자의 가족에게 그 사실을 알리고 대통령령으로 정하는 관계 전문기관에서 상담받을 것을 안내할 수 있다.
⑤ 제1항에 따른 상담의 절차와 방법, 제3항에 따른 신청 등에 필요한 구체적 사항은 보건복지부령으로 정한다.",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제3장 위기아동ㆍ청년 지원 절차
doc:270215:article_13,270215,제13조(지원대상자 선정 등),"제13조(지원대상자 선정 등)   ① 전담조직의 장은 제10조부터 제12조까지에 따라 발굴되거나 신청을 한 도움필요 아동ㆍ청년이 제1호 각 목의 요건을 모두 충족하는 경우 가족돌봄 지원대상자로, 제2호 각 목의 요건을 모두 충족하는 경우 고립ㆍ운둔 지원대상자로 선정하고, 보건복지부령으로 정하는 바에 따라 그 결과를 당사자 또는 그 가족에게 안내하여야 한다.
1. 가족돌봄 아동ㆍ청년
가. 돌봄대상가족(「노인장기요양보험법」에 따른 수급자 등과 같이 고령, 장애, 질병, 중증수술, 정신질환 또는 약물 등으로 타인의 도움 없이 일상생활 유지가 어려운 친족으로서 보건복지부장관이 고시하는 사람을 말한다. 이하 같다)이 있을 것
나. 돌봄대상가족과 도움필요 아동ㆍ청년 외 35세 이상 다른 가족 구성원이 없을 것. 다만, 35세 이상 다른 가족 구성원이 있더라도 보건복지부령으로 정하는 바에 따라 가족돌봄 아동ㆍ청년으로 볼 수 있는 경우에는 그러하지 아니하다.
다. 돌봄대상가족과 도움필요 아동ㆍ청년의 「주민등록법」상 주소지가 일치할 것. 다만, 보건복지부령으로 정하는 바에 따라 돌봄대상가족과 도움필요 아동ㆍ청년이 생계를 같이 하는 것으로 볼 수 있는 경우에는 그러하지 아니하다.
라. 도움필요 아동ㆍ청년이 가족돌봄으로 인하여 본인의 학업 및 취업에 상당한 곤란을 겪고 있을 것
2. 고립ㆍ은둔 아동ㆍ청년
가. 전담조직의 장이 제12조에 따른 상담 결과 및 제21조에 따른 프로그램 참여의지 등을 종합적으로 고려하여 지원대상자로 선정하는 것이 적합하다고 판단할 것
나. 제20조에 따른 표준척도 적용 결과 등 그 밖에 보건복지부령으로 정하는 경우에 해당할 것
② 그 밖에 제2조제1호다목에 따른 경우의 요건 및 지원대상자 선정 등에 필요한 사항은 대통령령으로 정한다.",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제3장 위기아동ㆍ청년 지원 절차
doc:270215:article_14,270215,제14조(사례관리 계획 수립 등),"제14조(사례관리 계획 수립 등)   ① 전담조직의 장은 지원대상자마다 다음 각 호의 사항이 포함된 사례관리 계획을 수립하고, 그 계획에 따라 필요한 사회보장급여가 제공될 수 있도록 사례관리 종결 시까지 지속적으로 관리하여야 한다.
1. 제12조에 따른 상담 결과
2. 향후 진로 계획 수립 및 관련 상담
3. 제15조부터 제19조까지에 따른 지원 및 제21조제1항에 따른 고립ㆍ은둔 아동ㆍ청년 맞춤형 프로그램 제공
4. 전담조직에서 연계 가능한 주거, 금융, 법률, 교육(공공ㆍ민간 장학금을 포함한다), 건강, 일자리 분야 공공ㆍ민간 서비스
5. 지원대상자 가구가 수급 가능한 그 밖의 사회보장급여
6. 지원대상자가 가족돌봄 아동ㆍ청년인 경우 돌봄대상가족을 위한 돌봄, 간병, 의료 분야 공공ㆍ민간 서비스 등 추가 지원
7. 그 밖에 전담조직이 소재한 지역사회 내에서 제공 가능한 연계 자원
② 전담조직의 장은 지원대상자가 가족돌봄 아동ㆍ청년인 경우 제1항의 사례관리 계획에 포함된 사회보장급여 및 공공ㆍ민간 서비스에 대하여는 서비스의 원활한 연계ㆍ제공을 위하여 당사자 또는 돌봄대상가족을 대신하여 신청할 수 있다. 이 경우 지원대상자 또는 그 가족 중 한 명 이상의 동의를 받아야 한다.
③ 제2항에도 불구하고 전담조직의 장은 금융 대출, 계약 행위 등 지원대상자 또는 그 가족에게 금전적 부담이나 책임이 결부되는 서비스의 경우에는 신청을 대신할 수 없다.
④ 전담조직의 장은 지원대상자에 대하여 자립 목적 달성, 제13조제1항에 따른 요건의 변동사항 발생 등을 사유로 사례관리의 종결이 타당하다고 판단하는 경우에는 그 종결을 결정할 수 있다. 이 경우 해당 지원대상자의 의견을 들어야 한다.
⑤ 제1항에 따른 사례관리 계획의 구체적 수립과 절차, 제4항에 따른 종결의 결정 등에 관하여 필요한 사항은 대통령령으로 정한다.",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제3장 위기아동ㆍ청년 지원 절차
doc:270215:article_15,270215,제15조(심리상담 지원 등),"제15조(심리상담 지원 등)   ① 국가와 지방자치단체는 지원대상자의 욕구와 필요에 맞는 지원을 위하여 심리상담 서비스를 제공하고, 다른 서비스와 연계하여 제공될 수 있도록 노력하여야 한다.
② 국가와 지방자치단체는 지원대상자를 대상으로 집단프로그램, 자조모임 운영 등 심리ㆍ정서 지원을 하여야 한다.
③ 전담조직의 장은 제1항에 따른 심리상담 서비스 제공 시 지원대상자 및 그 가족에게도 연계하여야 한다.",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제4장 사회보장급여 제공 및 연계
doc:270215:article_16,270215,제16조(건강관리 지원),"제16조(건강관리 지원)   ① 국가와 지방자치단체는 지원대상자에게 영양ㆍ건강에 관한 교육, 건강검진, 정신건강검사와 진료 등 다양한 건강관리 서비스가 제공될 수 있도록 노력하여야 한다.
② 전담조직의 장은 제1항에 따른 서비스 제공 결과 필요한 경우 지원대상자에 대한 의료비 지원을 연계하여야 한다.
③ 제2항에 따른 의료비 지원의 기준 및 절차, 그 밖에 필요한 사항은 대통령령으로 정한다.",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제4장 사회보장급여 제공 및 연계
doc:270215:article_17,270215,제17조(학업 및 취업 지원),"제17조(학업 및 취업 지원)   ① 국가와 지방자치단체는 지원대상자에게 적성과 능력에 맞는 학업 및 취업 지원 서비스가 제공될 수 있도록 노력하여야 한다.
② 전담조직의 장은 제1항에 따른 학업 및 취업 지원 서비스 제공 시 민ㆍ관 장학금 및 직업훈련 프로그램 등과 연계하여야 한다.",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제4장 사회보장급여 제공 및 연계
doc:270215:article_18,270215,제18조(주거지원),제18조(주거지원)   국가와 지방자치단체는 지원대상자의 안정적인 생활 환경 조성을 위하여 「공공주택 특별법」에서 정하는 바에 따라 공공임대주택을 우선 공급할 수 있다.,https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제4장 사회보장급여 제공 및 연계
doc:270215:article_19,270215,제19조(가족돌봄 아동ㆍ청년 특별지원),"제19조(가족돌봄 아동ㆍ청년 특별지원)   ① 국가와 지방자치단체는 지원대상자 중 가족돌봄 아동ㆍ청년에게는 자신의 미래준비에 필요한 비용을 지원하기 위하여 자기돌봄비를 지급할 수 있다.
② 국가와 지방자치단체는 지원대상자 중 가족돌봄 아동ㆍ청년의 자립을 위하여 다음 각 호의 특별지원을 할 수 있다.
1. 돌봄대상가족이 「노인장기요양보험법」 제2조제2호에 따른 장기요양급여 수급자인 경우 같은 법 제3조제3항에도 불구하고 시설급여 이용 지원. 다만, 같은 법 제15조제2항에 따른 등급판정기준 중 대통령령으로 정하는 수급자에 대하여는 그러하지 아니하다.
2. 지원대상자 가구가 「사회서비스 이용 및 이용권 관리에 관한 법률」에 따른 서비스 또는 그 밖에 보건복지부령으로 정하는 서비스를 제공받는 경우 본인부담금 부담비율 할인 등 추가 지원
3. 지원대상자 가구가 「국민기초생활 보장법」에 따른 수급자인 경우 보건복지부령으로 정하는 바에 따라 같은 법 제9조제5항에 따른 자활사업 참가 조건의 유예
4. 그 밖에 보건복지부령으로 정하는 사회보장급여 지원
③ 제1항 및 제2항에 따른 사회보장급여의 유형, 구체적 선정기준 및 지급 방식ㆍ절차ㆍ시기 등에 관하여 필요한 사항은 대통령령으로 정한다.",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제4장 사회보장급여 제공 및 연계
doc:270215:article_20,270215,제20조(고립ㆍ은둔 과학적 척도 개발),제20조(고립ㆍ은둔 과학적 척도 개발)   국가와 지방자치단체는 위기아동ㆍ청년의 고립ㆍ은둔 징후 및 그 정도 등을 객관적ㆍ과학적 근거에 기반하여 확인할 수 있도록 표준척도 및 지표를 개발하고 보급하여야 한다.,https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제4장 사회보장급여 제공 및 연계
doc:270215:article_21,270215,제21조(고립ㆍ은둔 아동ㆍ청년 맞춤형 프로그램 제공ㆍ운영),"제21조(고립ㆍ은둔 아동ㆍ청년 맞춤형 프로그램 제공ㆍ운영)   ① 국가와 지방자치단체는 제14조에 따라 전담조직의 장이 수립한 사례관리 계획의 실행을 위하여 지원대상자가 참여할 수 있는 맞춤형 프로그램을 제공ㆍ운영하여야 한다.
② 국가와 지방자치단체는 제1항에 따른 맞춤형 프로그램 제공ㆍ운영을 위하여 필요한 경우 해당 프로그램에 참여하는 지원대상자에게 제공ㆍ운영 비용의 일부를 부담하게 할 수 있다.
③ 제2항에 따른 본인 부담이 필요한 프로그램의 범위, 본인부담금 산정 기준 및 비율 등에 필요한 사항은 보건복지부령으로 정한다.",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제4장 사회보장급여 제공 및 연계
doc:270215:article_22,270215,제22조(전담조직의 지정ㆍ위탁),"제22조(전담조직의 지정ㆍ위탁)   ① 국가와 지방자치단체는 제10조부터 제21조까지의 위기아동ㆍ청년 전담 지원 업무를 수행하기 위하여 대통령령으로 정하는 바에 따라 해당 업무를 수행할 능력이 있다고 인정되는 기관ㆍ단체 또는 법인을 전담조직으로 지정ㆍ위탁할 수 있다.
② 국가와 지방자치단체는 제1항에 따른 전담조직의 업무 수행에 대하여 평가를 할 수 있고, 그 평가 결과에 따라 전담조직의 지정ㆍ위탁을 취소할 수 있다.
③ 국가와 지방자치단체는 전담조직의 운영 및 업무의 수행에 필요한 경비를 예산의 범위에서 지원할 수 있다.
④ 제1항부터 제3항까지에 따른 전담조직의 지정ㆍ위탁 및 지정ㆍ위탁의 취소, 전담조직에 대한 평가 주기, 예산의 지원 등에 필요한 사항은 대통령령으로 정한다.",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제5장 위기아동ㆍ청년 지원 기반 조성
doc:270215:article_23,270215,제23조(사회보장정보시스템 활용),"제23조(사회보장정보시스템 활용)   ① 보건복지부장관은 제10조부터 제21조까지의 업무 수행에 필요한 각종 자료 및 정보의 효율적인 처리와 기록ㆍ관리 업무의 전산화를 위하여 필요한 범위에서 전담조직의 장에게 「사회보장기본법」 제37조에 따른 사회보장정보시스템(이하 “사회보장정보시스템”이라 한다) 내 정보의 열람 및 처리 권한을 줄 수 있다.
② 제1항에 따른 정보의 열람 및 처리의 범위, 방법, 절차 등 필요한 사항은 대통령령으로 정한다.",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제5장 위기아동ㆍ청년 지원 기반 조성
doc:270215:article_24,270215,제24조(위기아동ㆍ청년 데이터 제공ㆍ활용 등),"제24조(위기아동ㆍ청년 데이터 제공ㆍ활용 등)   ① 보건복지부장관은 위기아동ㆍ청년 발굴을 위하여 필요한 경우에 다음 각 호의 어느 하나에 해당하는 정보(이하 “공공데이터”라 한다)를 관련 공공기관에 요청할 수 있으며, 제공받은 목적의 범위에서 사회보장정보시스템을 통하여 이를 수집ㆍ관리ㆍ보유할 수 있다.
1. 「초ㆍ중등교육법」 제25조에 따른 학교생활기록 자료 중 학생의 인적사항, 출결상황, 행동특성 및 종합의견
2. 「고용보험법」 제37조에 따른 19세 이상 34세 이하인 사람의 실업급여 수급 이력
3. 최근 6개월간 「국민건강보험법」에 따른 건강보험료 납부기록
4. 「주민등록법」에 따른 주민등록자료 정보
5. 그 밖에 위기아동ㆍ청년 발굴을 위하여 대통령령으로 정하는 정보
② 보건복지부장관은 제1항에 따라 수집한 공공데이터상 위기아동ㆍ청년으로 의심되는 경우 대통령령으로 정하는 바에 따라 해당 아동ㆍ청년이 거주하는 지방자치단체의 장에게 신변 확인에 필요한 개인정보를 제공할 수 있고, 아동ㆍ청년 거주지에 대한 현장방문을 요청할 수 있다.
③ 보건복지부장관은 제2항에 따른 현장방문의 결과 다음 각 호의 어느 하나에 해당하는 경우, 「전기통신사업법」 제2조제8호에 따른 전기통신사업자에게 위기아동ㆍ청년의 전화번호 조회를 요청할 수 있다. 이 경우 해당 전기통신사업자는 특별한 사정이 없으면 협조하여야 한다.
1. 현장방문을 통하여서도 당사자와 직접 연락이 되지 아니하고, 인근 주변인 등 진술로도 신변을 확인하지 못한 경우
2. 거주지에서 악취가 난다고 의심되는 경우
3. 그 밖에 당사자의 신변을 확인하기 위하여 대통령령으로 정하는 경우
④ 제1항에 따른 공공데이터 요청 시기, 보유 기한 및 제3항에 따른 전화번호의 조회에 관하여 필요한 사항은 대통령령으로 정한다.
[시행일: 2027. 3. 26.] 제24조",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제5장 위기아동ㆍ청년 지원 기반 조성
doc:270215:article_25,270215,제25조(위기아동ㆍ청년 정책센터),"제25조(위기아동ㆍ청년 정책센터)   ① 보건복지부장관은 위기아동ㆍ청년을 위한 정책 개발 및 전국 각 전담조직에 대한 체계적 성과관리를 위하여 해당 업무를 수행할 능력이 있다고 인정하는 기관ㆍ단체 또는 법인을 위기아동ㆍ청년 정책센터(이하 “정책센터”라 한다)로 지정할 수 있다.
② 정책센터는 다음 각 호의 업무를 수행한다.
1. 위기아동ㆍ청년 관련 정책 및 제도의 연구ㆍ조사ㆍ기획
2. 제7조제2항에 따른 관계 중앙행정기관의 장 및 지방자치단체의 장의 시행계획에 대한 추진실적의 평가와 전담조직의 업무 수행에 대한 분석ㆍ평가
3. 국가와 지방자치단체의 전담조직 관리에 필요한 행정지원
4. 위기아동ㆍ청년 정책ㆍ지원 사업 관련 전문인력의 양성 및 교육 지원
5. 위기아동ㆍ청년 상시 발굴체계 구축을 위한 온라인 상담ㆍ발굴체계 구축, 홍보 및 대국민 인식개선
6. 제10조제2항에 따른 온라인, 전화 등 위기아동ㆍ청년 지원 원스톱 창구의 운영
7. 제20조에 따른 고립ㆍ은둔 징후 과학적 척도의 개발
8. 제26조 및 제27조에 따른 위기아동ㆍ청년 지원 전문기관 인증제 운영
9. 그 밖에 위기아동ㆍ청년 정책ㆍ사업 목적을 달성하기 위하여 필요한 사업
③ 정책센터는 제2항 각 호의 업무 특성에 따라 복수의 기관으로 지정할 수 있다.
④ 보건복지부장관은 정책센터의 운영 등에 필요한 경비를 예산의 범위에서 보조할 수 있다.
⑤ 그 밖에 정책센터의 지정ㆍ운영 등에 필요한 사항은 보건복지부령으로 정한다.",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326,제5장 위기아동ㆍ청년 지원 기반 조성
